,Count of Amenities,bathrooms,bedrooms,fee,price,square_feet,costRange,allowedPets
72594,5,1.0,1,0,705.0,731,1,1
72595,3,1.0,2,0,946.0,990,2,0
72596,7,1.0,1,0,1210.0,714,3,1
72597,4,2.0,2,0,969.0,900,2,0
72598,2,2.5,2,0,2216.0,1586,3,0
72599,2,2.0,2,0,700.0,970,2,0
72600,5,2.0,2,0,1489.0,1116,2,0
72601,11,1.0,1,0,1300.0,747,3,1
72602,5,2.0,2,0,793.0,908,1,0
72603,5,1.0,1,0,1169.0,719,2,1
72604,3,1.0,2,0,600.0,716,1,0
72605,4,1.0,1,0,1363.0,746,2,1
72606,9,1.0,1,0,1155.0,794,2,1
72607,6,1.0,1,0,1099.0,671,2,0
72608,2,1.5,1,0,635.0,906,1,1
72609,7,1.0,1,0,1449.0,689,3,0
72610,6,2.0,2,0,1893.0,1100,3,0
72611,4,1.0,2,0,1495.0,649,2,1
72612,11,1.0,1,0,1352.0,713,3,1
72613,1,2.0,2,0,1899.0,1222,3,0
72615,5,1.0,1,0,1099.0,799,2,0
72616,9,1.0,1,0,852.0,852,1,0
72617,2,2.0,2,0,1560.0,984,3,1
72618,7,1.0,1,0,1350.0,709,2,0
72619,3,2.0,2,0,1223.0,1009,2,1
72620,7,2.0,2,0,1500.0,1132,2,1
72621,7,1.0,1,0,705.0,713,1,0
72622,7,1.0,1,0,1325.0,750,2,0
72623,3,1.0,1,0,949.0,757,2,0
72624,8,2.0,2,0,1570.0,1330,2,1
72625,1,2.0,2,0,783.0,959,1,1
72626,6,2.0,2,0,2064.0,1213,3,0
72627,2,1.0,1,0,1385.0,740,3,1
72629,4,1.0,2,0,1040.0,1157,2,0
72631,7,1.0,2,0,1499.0,573,3,0
72632,3,1.0,2,0,1185.0,1168,2,0
72633,1,2.0,2,0,788.0,830,1,1
72634,2,2.0,2,0,1229.0,1182,2,1
72635,7,1.0,2,0,1539.0,573,3,1
72636,5,1.0,1,0,1011.0,707,2,0
72637,2,1.0,1,0,1050.0,961,1,0
72639,6,1.0,1,0,1419.0,671,3,1
72640,2,1.0,1,0,984.0,751,2,1
72641,0,2.0,2,0,1904.0,1101,3,1
72642,4,2.0,2,0,1241.0,1001,2,0
72643,4,2.0,2,0,1125.0,910,2,0
72644,3,2.0,2,0,1181.0,1069,2,0
72645,6,1.0,1,0,1207.0,706,3,1
72646,4,1.0,2,0,1153.0,953,2,1
72647,7,2.0,2,0,1243.0,988,2,0
72648,2,2.0,2,0,1706.0,1235,3,0
72649,0,2.0,3,0,1360.0,1446,2,1
72650,9,2.0,2,0,1350.0,952,2,1
72651,5,1.0,1,0,945.0,630,2,0
72652,1,2.0,2,0,775.0,968,1,0
72653,3,2.0,3,0,1406.0,1463,2,0
72654,1,2.0,2,0,778.0,959,1,1
72655,2,1.0,1,0,1224.0,817,2,1
72656,3,1.0,1,0,955.0,811,2,1
72657,2,2.0,2,0,1482.0,1276,2,0
72658,3,2.0,2,0,1265.0,1167,2,1
72659,6,1.0,1,0,1789.0,975,3,0
72660,3,2.0,2,0,1370.0,992,2,0
72661,1,1.0,1,0,1220.0,653,3,0
72662,3,2.5,2,0,1520.0,1280,2,0
72663,2,1.0,1,0,1031.0,664,2,1
72664,2,2.0,2,0,1514.0,1359,2,0
72665,3,1.0,2,0,940.0,933,2,1
72666,9,2.0,2,0,1210.0,894,2,1
72667,3,2.0,2,0,1559.0,1083,3,0
72668,11,1.0,1,0,1492.0,916,3,1
72669,3,2.5,2,0,1509.0,1280,2,0
72670,1,1.0,1,0,1451.0,986,3,0
72671,11,1.0,2,0,971.0,933,2,1
72672,0,1.5,2,0,900.0,900,1,1
72673,6,2.0,2,0,1637.0,1100,2,1
72674,7,2.0,2,0,1151.0,1170,2,1
72676,11,1.0,1,0,705.0,650,1,1
72677,3,2.5,2,0,1480.0,1280,2,0
72678,0,1.0,1,0,1631.0,914,2,1
72679,3,2.5,2,0,1240.0,1300,2,0
72680,3,2.5,2,0,1396.0,1280,2,0
72681,8,2.0,2,0,1989.0,1195,3,0
72682,7,2.0,2,0,1159.0,1170,2,1
72683,11,1.0,1,0,1361.0,796,3,1
72684,8,1.5,2,0,1700.0,858,3,0
72686,4,1.0,1,0,640.0,750,1,1
72687,11,2.0,3,0,2165.0,1374,3,1
72689,3,1.0,1,0,1253.0,854,2,1
72690,3,1.0,2,0,1829.0,920,3,0
72691,3,1.0,1,0,1293.0,851,2,0
72692,4,2.0,2,0,1414.0,1112,2,0
72693,9,1.0,1,0,1690.0,693,3,0
72694,4,2.0,2,0,1000.0,900,2,0
72695,4,1.0,1,0,1670.0,770,3,0
72696,3,1.0,1,0,1231.0,851,2,0
72697,3,1.0,1,0,575.0,672,1,0
72698,1,1.0,1,0,795.0,646,1,1
72699,2,2.0,2,0,2531.0,1010,3,0
72700,3,1.0,1,0,575.0,672,1,0
72701,1,1.0,1,0,770.0,560,1,0
72702,8,2.0,2,0,2206.0,1250,3,0
72703,4,2.0,2,0,1599.0,1221,2,1
72704,2,1.0,1,0,1878.0,684,3,1
72705,2,1.5,2,0,875.0,900,1,0
72706,3,1.5,2,0,675.0,924,1,0
72707,7,1.0,1,0,475.0,530,1,0
72708,11,1.0,1,0,2365.0,694,3,1
72709,3,2.0,2,0,2944.0,1181,3,0
72710,5,2.0,2,0,1475.0,960,2,1
72711,4,1.5,1,0,1795.0,797,3,1
72712,2,1.0,1,0,950.0,600,3,0
72713,5,1.0,1,0,1305.0,750,2,0
72714,1,1.0,1,0,925.0,600,3,0
72716,3,1.0,1,0,1325.0,750,2,0
72717,5,1.0,1,0,945.0,835,3,0
72718,0,1.0,2,0,1516.0,507,3,1
72719,6,1.0,1,0,1295.0,690,2,0
72720,4,2.0,2,0,1145.0,1106,1,1
72721,15,2.0,3,0,1754.0,1493,2,0
72722,5,1.0,1,0,1210.0,750,2,0
72723,4,2.0,2,0,2020.0,1079,3,1
72724,5,2.0,2,0,1420.0,986,2,0
72725,2,1.0,1,0,972.0,650,1,0
72726,5,1.0,1,0,1695.0,570,3,1
72727,5,1.0,1,0,714.0,788,1,0
72728,3,2.0,3,0,1395.0,1348,2,0
72729,1,2.0,2,0,1075.0,1000,2,0
72730,3,1.0,1,0,899.0,748,2,0
72731,4,2.0,2,0,1260.0,992,2,0
72732,2,1.0,1,0,1819.0,832,3,1
72733,4,2.0,3,0,2568.0,1365,3,0
72734,4,1.0,1,0,1050.0,800,1,0
72735,2,1.0,2,0,850.0,950,2,0
72736,7,2.0,2,0,1025.0,1148,2,0
72737,4,1.0,1,0,825.0,536,1,0
72738,6,1.0,1,0,800.0,650,2,1
72739,3,1.0,1,0,999.0,920,2,0
72740,1,1.0,2,0,655.0,910,1,0
72741,8,1.0,1,0,1585.0,741,3,1
72742,1,1.0,2,0,705.0,910,1,0
72743,0,1.0,1,0,1000.0,629,3,0
72744,1,1.0,2,0,655.0,910,1,0
72745,3,2.0,2,0,1450.0,900,2,1
72746,4,2.0,2,0,2480.0,1227,3,1
72747,12,1.0,1,0,950.0,600,2,1
72748,2,2.0,3,0,1390.0,1300,2,0
72749,6,2.0,2,0,885.0,1132,1,1
72750,1,1.0,2,0,1550.0,935,3,0
72752,8,2.0,2,0,1180.0,970,2,1
72753,2,2.0,2,0,937.0,950,2,0
72754,2,1.0,1,0,1455.0,705,3,1
72756,2,2.0,2,0,1450.0,922,3,0
72757,8,1.0,2,0,1569.0,1002,2,0
72758,6,1.0,1,0,790.0,852,1,1
72759,4,2.5,3,0,1359.0,1217,2,0
72760,3,2.0,2,0,1745.0,1044,2,1
72761,4,2.0,3,0,2898.0,1316,3,1
72762,6,2.0,2,0,1995.0,1171,3,0
72763,2,1.0,1,0,735.0,724,1,0
72764,6,1.0,1,0,1546.0,780,3,1
72765,4,1.0,1,0,1410.0,782,3,0
72766,1,2.0,2,0,1568.0,950,3,0
72767,3,2.0,2,0,2300.0,995,3,0
72768,0,2.0,3,0,1915.0,1230,3,0
72769,5,2.0,2,0,2548.0,1091,3,1
72770,2,1.0,1,0,687.0,717,1,0
72771,2,1.0,1,0,1578.0,841,3,0
72772,3,1.0,1,0,1950.0,720,3,0
72773,0,1.0,1,0,1069.0,700,2,0
72774,0,1.0,2,0,1626.0,1004,3,0
72775,2,2.0,3,0,1995.0,1544,2,0
72776,2,2.0,2,0,1742.0,1123,3,1
72777,0,2.5,3,0,1189.0,1130,1,0
72778,1,1.0,1,0,1369.0,854,3,0
72779,0,1.0,1,0,1150.0,575,2,1
72780,6,2.0,2,0,2652.0,1091,3,0
72781,1,1.0,1,0,990.0,807,2,0
72782,6,1.0,1,0,1707.0,968,3,0
72783,1,2.0,2,0,1165.0,1104,2,0
72784,1,2.0,2,0,1500.0,1385,3,0
72785,3,1.0,1,0,1470.0,893,2,0
72786,10,2.0,2,0,1130.0,1056,2,1
72787,0,1.0,1,0,915.0,884,2,0
72788,0,2.0,2,0,1245.0,950,2,1
72789,6,1.0,2,0,1765.0,596,3,0
72790,2,1.0,2,0,670.0,952,2,0
72791,2,2.0,2,0,1469.0,1037,3,0
72792,5,1.5,1,0,1500.0,610,2,0
72794,2,2.5,3,0,1019.0,1235,2,0
72795,4,2.0,2,0,2780.0,1137,2,0
72796,5,1.5,1,0,2050.0,1000,2,0
72797,3,1.0,1,0,2165.0,720,3,0
72799,4,2.0,3,0,2232.0,1446,3,0
72800,2,1.0,1,0,1563.0,823,3,1
72801,1,1.0,2,0,1609.0,1046,3,0
72802,2,1.0,1,0,1750.0,800,3,0
72804,4,2.0,2,0,2350.0,1387,3,0
72805,4,1.0,1,0,1673.0,700,3,0
72806,2,1.0,1,0,775.0,724,1,0
72807,4,2.0,3,0,1035.0,1160,1,0
72808,2,1.0,1,0,395.0,480,1,0
72809,4,2.0,2,0,1538.0,1030,3,1
72810,11,1.0,1,0,1390.0,700,3,1
72811,1,2.0,2,0,1640.0,1252,2,0
72812,7,2.0,2,0,1844.0,1165,3,0
72813,4,2.0,2,0,2179.0,1000,3,1
72814,3,1.0,2,0,915.0,811,2,1
72815,6,1.0,1,0,1500.0,700,3,0
72816,3,1.0,1,0,1327.0,642,3,0
72817,3,1.0,1,0,737.0,649,2,1
72818,6,2.0,2,0,1650.0,1294,2,0
72819,4,1.5,3,0,1332.0,1042,3,1
72820,7,2.0,3,0,875.0,975,2,1
72821,9,1.0,1,0,1370.0,680,3,0
72822,3,2.0,2,0,1085.0,1086,2,1
72823,10,1.0,1,0,1165.0,730,2,0
72824,4,2.0,2,0,1725.0,1174,2,0
72825,5,1.0,1,0,1395.0,713,3,0
72826,6,1.0,1,0,1805.0,1025,3,0
72827,3,1.0,1,0,1604.0,870,3,0
72828,10,2.0,2,0,1345.0,1017,2,1
72829,4,2.0,2,0,795.0,859,2,1
72830,3,1.5,3,0,1650.0,1070,3,1
72831,3,1.0,1,0,2250.0,792,3,0
72832,10,2.0,2,0,1340.0,1017,2,0
72833,3,2.0,2,0,1570.0,1033,3,1
72834,3,2.0,2,0,1700.0,1212,3,0
72835,10,1.0,1,0,1285.0,796,2,1
72836,5,1.0,1,0,1005.0,701,2,0
72837,1,1.0,2,0,699.0,756,2,0
72838,12,2.0,3,0,1880.0,1308,2,1
72839,3,2.0,2,0,1650.0,1212,3,1
72840,0,2.0,2,0,1298.0,1052,2,0
72841,2,1.0,2,0,1357.0,513,3,0
72842,4,2.0,2,0,1410.0,923,3,1
72843,2,1.0,1,0,645.0,300,2,0
72844,1,1.0,1,0,1540.0,725,3,1
72845,2,1.0,1,0,1529.0,783,3,0
72846,0,2.0,2,0,1230.0,1133,2,0
72848,6,2.0,2,0,1715.0,1130,3,0
72849,6,1.0,1,0,1725.0,1025,3,0
72850,3,1.0,1,0,1614.0,745,3,0
72851,2,2.0,3,0,979.0,1172,1,1
72852,2,2.0,2,0,911.0,1015,1,1
72853,8,2.0,3,0,2345.0,1330,3,1
72855,0,2.0,2,0,1090.0,1150,2,0
72856,0,2.0,2,0,2525.0,1322,2,1
72857,13,1.0,1,0,1550.0,683,2,1
72858,2,1.0,1,0,1945.0,716,3,0
72859,13,1.5,1,0,1595.0,790,2,1
72860,3,2.0,3,0,1435.0,1390,3,1
72861,2,1.0,1,0,1395.0,785,2,1
72862,4,1.0,2,0,1545.0,782,3,0
72863,11,2.5,3,0,1573.0,1510,2,1
72864,3,1.0,3,0,756.0,1115,1,0
72865,10,2.0,2,0,1484.0,1097,3,1
72866,0,2.0,3,0,2025.0,1359,3,0
72868,2,2.0,2,0,1300.0,813,2,0
72869,4,1.0,1,0,1025.0,515,3,0
72870,3,2.0,2,0,1841.0,990,3,1
72871,2,2.0,2,0,843.0,960,2,0
72872,1,2.0,2,0,843.0,960,2,0
72873,1,1.0,1,0,690.0,610,2,0
72874,0,1.0,1,0,1520.0,773,3,1
72875,6,1.0,2,0,1505.0,870,3,0
72876,5,1.0,2,0,1760.0,920,3,1
72877,5,1.0,2,0,1730.0,920,3,1
72878,5,2.0,2,0,1156.0,946,2,1
72879,1,2.0,2,0,1984.0,1154,3,0
72880,2,1.0,1,0,1561.0,850,3,0
72881,2,1.0,1,0,1220.0,867,2,0
72882,6,1.0,2,0,1124.0,930,3,1
72883,3,2.0,2,0,2211.0,1096,3,0
72884,2,1.0,2,0,851.0,850,2,0
72885,3,2.0,2,0,1805.0,1095,3,0
72886,6,2.0,3,0,1350.0,1028,3,1
72887,5,2.0,2,0,1116.0,946,2,1
72888,3,2.0,3,0,2322.0,1316,3,0
72889,2,1.0,1,0,1924.0,818,3,0
72890,3,2.0,2,0,1225.0,1196,2,0
72891,3,1.0,2,0,1599.0,795,3,0
72892,3,1.0,1,0,1358.0,595,3,0
72893,3,1.0,1,0,1402.0,661,3,0
72894,1,2.0,2,0,1183.0,810,3,0
72895,5,1.0,1,0,910.0,835,2,1
72896,5,1.0,2,0,985.0,995,2,1
72897,5,2.0,2,0,1053.0,946,2,1
72898,2,2.0,3,0,1765.0,1565,2,0
72899,6,1.0,1,0,1903.0,787,3,1
72900,4,2.0,3,0,2245.0,1320,3,0
72901,3,1.0,1,0,1392.0,661,3,0
72902,6,1.0,1,0,1838.0,787,3,0
72903,6,2.0,2,0,2409.0,1105,3,0
72904,2,2.0,2,0,935.0,1000,1,0
72905,4,1.0,2,0,1204.0,934,3,1
72906,5,1.0,2,0,900.0,995,2,0
72907,13,1.0,1,0,1035.0,775,2,1
72908,4,2.0,2,0,1172.0,988,2,0
72910,2,1.0,1,0,1525.0,764,3,1
72911,1,2.0,2,0,1817.0,1148,2,0
72912,5,2.0,2,0,1628.0,1100,2,1
72913,3,2.0,2,0,2195.0,1182,3,0
72914,2,1.0,1,0,1050.0,667,2,0
72915,5,1.0,1,0,1115.0,708,2,0
72916,2,2.0,2,0,1200.0,1080,2,0
72917,1,2.0,2,0,1440.0,1026,3,0
72918,5,2.0,2,0,1629.0,1212,2,1
72919,5,1.0,1,0,1060.0,700,2,0
72920,0,2.0,3,0,1425.0,1269,2,1
72921,4,1.0,1,0,547.0,728,2,0
72922,7,1.0,1,0,1020.0,717,2,0
72923,2,1.0,2,0,895.0,750,2,0
72924,2,2.0,3,0,1545.0,1558,2,0
72925,5,2.0,2,0,1629.0,1212,2,0
72926,1,2.0,3,0,2199.0,1528,2,0
72927,1,1.0,1,0,1470.0,689,3,0
72928,3,1.0,1,0,1325.0,685,3,0
72929,0,1.5,1,0,1645.0,739,3,0
72930,5,1.0,1,0,1260.0,836,2,1
72931,10,2.0,3,0,2173.0,1447,3,1
72932,5,1.0,1,0,1278.0,960,2,1
72933,2,2.0,2,0,1200.0,1125,2,0
72934,1,1.0,1,0,520.0,750,1,1
72935,2,2.0,2,0,1049.0,1043,2,0
72936,9,2.0,3,0,1760.0,1245,2,1
72937,5,1.0,1,0,1060.0,700,2,0
72938,0,2.0,2,0,1715.0,1051,2,0
72939,11,2.0,2,0,1644.0,1080,3,1
72940,5,2.0,3,0,1810.0,1348,2,0
72941,1,2.0,2,0,864.0,950,2,0
72942,1,1.0,1,0,1175.0,607,2,1
72943,7,2.0,3,0,1343.0,1560,2,1
72944,3,2.0,2,0,885.0,1014,1,1
72945,1,1.0,1,0,650.0,600,1,1
72946,0,2.0,3,0,1495.0,1257,2,0
72947,3,1.0,1,0,1496.0,567,3,0
72949,3,1.0,1,0,950.0,1002,1,0
72950,5,1.0,1,0,1786.0,806,3,0
72951,0,2.0,3,0,1224.0,1239,1,0
72952,7,2.0,2,0,1395.0,1082,2,1
72953,8,2.0,2,0,1395.0,1082,2,0
72954,7,2.0,2,0,1395.0,996,2,0
72955,5,1.0,1,0,1921.0,806,3,0
72956,0,1.0,1,0,535.0,550,1,0
72957,7,1.0,1,0,1195.0,761,2,0
72958,0,2.0,2,0,2297.0,1185,3,0
72959,4,2.0,2,0,1625.0,1040,2,0
72960,5,1.0,1,0,1215.0,761,2,1
72961,5,1.0,2,0,1385.0,996,2,1
72962,0,1.0,1,0,1429.0,725,2,0
72963,6,2.0,3,0,950.0,1500,1,0
72964,3,1.0,1,0,1395.0,780,2,0
72965,1,1.0,1,0,1579.0,765,3,1
72966,1,2.0,2,0,2014.0,1132,3,0
72967,1,2.0,2,0,1200.0,1118,1,1
72968,0,1.0,1,0,1931.0,900,3,0
72969,3,2.0,2,0,1055.0,1146,1,0
72970,1,1.0,1,0,1065.0,1038,1,0
72971,2,1.0,1,0,1372.0,767,3,0
72972,2,2.0,2,0,1275.0,1118,1,0
72973,3,1.0,0,0,1800.0,1100,3,0
72974,1,1.0,2,0,615.0,750,1,1
72975,5,2.0,2,0,945.0,964,1,1
72976,4,2.0,2,0,1562.0,1080,2,0
72977,3,2.0,2,0,1064.0,1050,2,0
72978,3,1.0,1,0,1245.0,1019,1,0
72979,2,2.0,2,0,925.0,1050,1,0
72980,6,1.0,2,0,1745.0,515,3,1
72981,6,2.0,2,0,2455.0,1080,3,1
72982,6,2.0,2,0,1498.0,1097,2,0
72983,3,2.0,2,0,1077.0,939,3,1
72984,0,2.0,2,0,1350.0,1080,2,0
72985,7,1.0,1,0,875.0,884,2,0
72986,4,1.0,1,0,1258.0,1013,2,1
72987,7,2.0,2,0,945.0,1236,2,0
72988,7,2.0,3,0,1115.0,1400,2,0
72989,2,2.0,2,0,865.0,1050,1,0
72990,0,2.0,2,0,1199.0,1226,1,0
72991,0,1.0,1,0,874.0,737,2,0
72992,2,2.0,2,0,845.0,1010,1,0
72993,5,1.0,1,0,1655.0,733,3,1
72994,0,1.0,2,0,1040.0,1055,2,0
72995,0,2.0,2,0,1556.0,1503,1,1
72996,13,1.0,1,0,1175.0,700,2,1
72997,3,2.0,2,0,1705.0,1272,1,0
72998,0,2.0,2,0,1557.0,1293,1,1
72999,10,1.0,1,0,935.0,815,1,0
73000,12,2.0,2,0,840.0,818,1,1
73001,0,1.0,2,0,1379.0,875,3,0
73002,0,2.0,2,0,1476.0,1293,1,1
73003,4,1.0,1,0,1239.0,838,2,1
73004,10,2.0,2,0,1075.0,1116,1,0
73005,10,1.0,1,0,699.0,660,1,0
73006,1,2.0,2,0,2211.0,1255,3,1
73007,9,1.0,1,0,1479.0,792,3,1
73008,4,1.0,1,0,1745.0,715,3,0
73009,1,2.0,3,0,1250.0,1100,2,0
73010,0,2.0,3,0,1405.0,1157,2,0
73011,8,2.0,2,0,1150.0,1195,1,0
73012,5,1.0,1,0,1650.0,703,3,0
73013,1,2.0,2,0,800.0,970,2,0
73014,4,1.0,1,0,1112.0,698,2,0
73015,7,1.0,1,0,1295.0,764,3,0
73016,11,2.0,2,0,1350.0,1033,1,1
73017,1,1.0,2,0,1340.0,950,3,1
73019,7,1.0,1,0,750.0,688,1,1
73020,4,2.0,2,0,2480.0,1186,3,0
73021,3,1.0,1,0,825.0,577,1,0
73022,1,2.0,2,0,2589.0,1150,3,0
73023,2,2.0,3,0,1485.0,1244,1,0
73024,4,1.0,1,0,899.0,771,1,0
73025,6,2.0,2,0,1767.0,1105,3,1
73026,4,2.0,3,0,950.0,1595,2,0
73027,4,1.0,1,0,1140.0,833,2,0
73028,4,1.0,1,0,850.0,745,2,1
73029,9,2.0,2,0,1739.0,1144,3,0
73030,4,2.0,2,0,1750.0,1000,3,0
73031,8,1.0,1,0,815.0,596,2,1
73032,9,1.0,1,0,895.0,800,2,1
73033,1,1.0,2,0,1295.0,871,3,0
73034,2,2.5,3,0,1650.0,1542,2,1
73035,11,1.0,1,0,2705.0,827,3,1
73036,8,2.0,3,0,1150.0,1340,1,0
73037,2,1.0,2,0,790.0,850,1,0
73038,7,1.0,2,0,1415.0,947,3,1
73039,8,1.0,1,0,825.0,596,2,1
73040,2,1.0,1,0,2233.0,644,3,0
73041,0,2.0,3,0,1666.0,1389,2,0
73042,4,1.0,1,0,2450.0,680,3,0
73043,3,1.0,1,0,725.0,652,1,1
73044,11,1.0,1,0,2565.0,708,3,1
73045,5,2.0,2,0,1680.0,1325,3,1
73046,5,1.0,1,0,845.0,832,1,1
73047,3,1.0,1,0,1066.0,820,2,1
73048,5,1.0,1,0,810.0,722,1,0
73049,2,2.0,2,0,900.0,836,1,0
73050,10,1.0,1,0,2633.0,1044,3,1
73051,10,1.0,1,0,2329.0,874,3,1
73052,3,1.0,1,0,2086.0,643,3,0
73053,5,1.0,1,0,845.0,832,1,1
73054,0,2.0,2,0,1233.0,1070,1,0
73055,3,2.0,2,0,960.0,1035,1,1
73056,7,1.0,1,0,815.0,820,1,0
73057,7,1.0,1,0,786.0,630,2,1
73058,3,2.0,2,0,1090.0,927,2,1
73059,4,1.5,2,0,735.0,950,1,1
73060,3,1.0,1,0,975.0,739,2,0
73061,3,1.5,2,0,725.0,950,1,1
73062,11,2.0,2,0,1195.0,980,2,1
73063,3,2.0,2,0,1650.0,1232,2,0
73064,8,1.0,1,0,1655.0,880,3,1
73065,4,2.0,2,0,1085.0,983,2,1
73066,5,1.0,1,0,1600.0,894,1,1
73067,4,1.5,3,0,1329.0,1600,2,0
73068,5,1.0,1,0,888.0,705,2,0
73069,1,1.0,2,0,620.0,425,1,1
73070,4,1.0,2,0,750.0,798,1,0
73071,3,1.0,2,0,760.0,880,2,1
73072,3,1.0,1,0,1845.0,710,3,1
73073,2,2.0,2,0,2709.0,1273,3,0
73074,13,1.0,1,0,1005.0,767,2,1
73075,4,1.0,2,0,920.0,840,2,0
73076,3,1.0,1,0,961.0,637,2,0
73077,3,1.0,2,0,920.0,840,2,0
73078,4,1.0,1,0,1307.0,758,2,1
73079,3,2.0,2,0,2385.0,1231,3,1
73080,2,2.0,3,0,1806.0,1200,2,0
73081,1,1.0,2,0,1750.0,900,3,1
73082,13,1.5,2,0,1525.0,860,2,1
73083,13,1.0,1,0,1489.0,640,3,1
73084,13,1.0,1,0,1246.0,667,2,1
73085,3,1.0,2,0,2227.0,950,3,1
73086,13,1.0,1,0,1082.0,667,2,1
73087,1,1.0,2,0,525.0,675,1,1
73088,13,1.5,2,0,1512.0,860,2,1
73089,6,1.5,2,0,909.0,1200,1,1
73090,12,2.0,2,0,1896.0,972,3,1
73091,5,1.0,1,0,1165.0,750,2,1
73092,4,1.0,2,0,1140.0,878,2,1
73093,7,1.0,2,0,769.0,705,1,0
73094,3,1.0,1,0,1225.0,813,2,0
73095,5,1.0,2,0,725.0,890,2,1
73096,3,1.0,1,0,940.0,813,2,1
73097,2,2.0,3,0,1495.0,1241,2,0
73098,4,1.0,1,0,1018.0,881,2,0
73099,8,2.0,2,0,869.0,980,1,0
73100,3,1.0,1,0,1859.0,675,3,0
73101,4,2.0,2,0,1125.0,1150,2,1
73102,2,1.0,1,0,688.0,611,1,1
73103,4,2.0,2,0,1158.0,980,2,1
73104,3,1.0,1,0,1325.0,653,2,0
73105,4,1.0,1,0,820.0,722,1,1
73106,4,2.0,2,0,1200.0,1477,1,1
73107,2,1.0,1,0,1270.0,542,2,0
73108,2,1.0,1,0,1255.0,542,2,0
73109,3,2.0,2,0,1186.0,1182,2,1
73110,2,1.0,1,0,743.0,611,1,1
73111,3,2.0,2,0,1624.0,940,2,0
73112,1,1.0,1,0,1295.0,762,1,0
73113,6,2.0,2,0,910.0,1018,1,0
73114,8,1.5,2,0,1340.0,950,3,1
73115,12,1.0,1,0,765.0,585,1,1
73116,4,1.0,1,0,840.0,722,1,0
73117,3,2.0,2,0,1209.0,1100,2,0
73118,7,1.0,1,0,754.0,623,1,1
73119,0,1.0,1,0,922.0,615,2,0
73120,11,2.0,2,0,1475.0,837,3,0
73121,8,2.0,2,0,869.0,980,1,0
73122,3,1.0,1,0,1262.0,1004,2,0
73123,4,2.0,2,0,1400.0,920,2,0
73124,9,2.0,3,0,1235.0,1130,1,1
73125,2,1.0,1,0,1275.0,840,2,0
73126,0,1.0,1,0,1275.0,683,3,0
73127,4,1.0,1,0,1485.0,700,3,0
73128,4,1.0,1,0,771.0,745,1,1
73129,0,1.0,2,0,835.0,950,1,0
73130,4,1.0,1,0,1012.0,798,1,0
73131,3,2.0,2,0,1535.0,1121,2,0
73132,2,2.0,2,0,2191.0,1134,3,0
73133,1,1.0,1,0,695.0,550,1,0
73134,4,1.0,1,0,1227.0,1004,2,0
73135,3,2.0,2,0,1647.0,998,3,0
73136,5,1.0,1,0,1050.0,1070,2,0
73137,11,2.0,2,0,1506.0,1033,2,0
73138,6,1.0,1,0,840.0,900,1,0
73139,5,1.0,1,0,1475.0,448,3,1
73140,2,2.0,2,0,1749.0,1244,2,0
73141,4,2.0,2,0,2025.0,1221,2,1
73142,3,2.0,2,0,1907.0,1314,2,0
73143,1,1.0,1,0,1120.0,650,2,0
73144,4,1.0,2,0,1625.0,711,3,0
73145,1,1.0,1,0,1180.0,846,1,0
73146,1,2.0,2,0,1525.0,1117,1,0
73147,3,1.0,1,0,832.0,758,1,1
73148,12,2.0,2,0,1506.0,965,2,1
73149,2,1.0,2,0,1567.0,870,3,0
73150,2,1.0,1,0,1725.0,670,3,1
73151,5,1.0,1,0,911.0,687,2,0
73153,1,2.0,2,0,1039.0,1142,1,0
73154,2,2.0,4,0,995.0,1220,1,0
73155,7,1.0,1,0,875.0,900,1,0
73156,1,1.0,1,0,2580.0,742,3,1
73157,6,1.0,2,0,1078.0,1010,2,1
73158,2,1.0,1,0,895.0,693,1,0
73159,8,2.0,2,0,1222.0,1100,2,1
73160,8,1.0,2,0,918.0,600,2,1
73161,1,1.0,1,0,825.0,600,2,1
73162,0,1.0,1,0,1535.0,880,2,0
73163,1,2.0,2,0,699.0,945,1,1
73164,8,2.0,2,0,1213.0,1000,2,1
73165,8,1.0,1,0,970.0,850,2,1
73166,4,1.0,2,0,680.0,754,1,0
73167,3,1.0,1,0,1590.0,667,3,0
73168,0,1.0,1,0,550.0,650,1,1
73170,2,2.0,3,0,1851.0,1281,2,0
73171,9,1.0,1,0,680.0,700,1,1
73172,16,1.0,1,0,2150.0,780,3,0
73173,2,1.0,2,0,1065.0,793,2,0
73174,1,1.0,2,0,1000.0,853,2,0
73175,16,1.0,1,0,1775.0,780,3,0
73176,8,1.0,1,0,815.0,826,1,1
73177,5,2.0,2,0,1455.0,1062,2,1
73178,1,1.0,2,0,1000.0,853,2,0
73181,3,2.0,2,0,2919.0,1090,3,0
73182,3,1.0,1,0,2058.0,702,3,0
73183,2,1.0,1,0,2111.0,715,3,0
73184,2,2.0,2,0,1197.0,1001,2,1
73185,3,1.0,2,0,1080.0,635,1,0
73186,3,1.0,2,0,580.0,736,1,0
73187,2,1.0,1,0,570.0,702,1,1
73188,3,1.0,1,0,550.0,329,1,0
73189,12,1.0,2,0,986.0,400,2,1
73190,1,1.0,1,0,1095.0,651,2,0
73191,1,2.0,4,0,2200.0,1500,1,0
73192,0,1.0,1,0,899.0,804,1,0
73193,8,1.0,1,0,695.0,900,1,0
73194,1,1.0,3,0,555.0,423,1,0
73196,0,1.0,1,0,800.0,650,1,0
